,title,title from pdf,pdf file
15,Albertina - Sammlungen online: eine digitale Ressource und ihre Nutzung,Albertina – Sammlungen online: eine digitale Ressource und ihre Nutzung  Abstract zu einem Vortrag  ,DOPPELBAUER_Regina_Albertina_Sammlungen_online_eine_digitale_Ressource.pdf
16,Deutsche Aussprachedatenbank & „Sprechendes“ Aussprachewörterbuch – Nutzen und Grenzen digitaler Werkzeuge für die anwenderorientierte Darstellung empirischer Ergebnisse der phonetischen Eindeutschungsforschung,"Drechsel, Susanne / Ebel, Alexandra / Förster, Johannes Abstract für einen Vortrag  Deutsche Ausspra",DRECHSEL_Susanne_Deutsche_Aussprachedatenbank_Sprechendes_Aussprachewörterbuch.pdf
17,Digitale Forschungsinfrastrukturen für die internationale Bildungsmedienforschung – praxisorientierte Einblicke in die Anforderungsanalyse und Evaluierung,Digitale Forschungsinfrastrukturen für die internationale Bildungsmedienforschung – praxisorientiert,DRECHSLER_Jessica_Digitale_Forschungsinfrastrukturen_für_die_internationale_Bildungsmedienforschung.pdf
18,Vernetzung von historisch-biographischen Lexika und Fachportalen im Linked (Open) Data Framework,DHd 2014 - Sektion Historisch-biographische Lexika - 2013-12-27.doc  /  Vernetzung von historisch-bi,EBNETH_Bernhard_Vernetzung_von_historisch_biographischen_Lexika_und_Fachportalen.pdf
19,Ordnung – Kraft – Magie. Netzwerkanalyse als Instrument ägyptologischer Bedeutungsanalyse,Ordnung –  Kraft – Magie. Netzwerkanalyse als Instrumentägyptologischer BedeutungsanalyseFrederik El,ELWERT_Frederik_Ordnung_Kraft_Magie_Netzwerkanalyse_als_Instrument_ägyptologischer_Bedeutungsanalyse.pdf
20,Kommentiertes Digitales Korpus Deutscher Rechts- und Gesetzestexte,KommentiertesDigitalesKorpusDeutscherRechts-undGesetzestexte-D-LEX-FlorianKuhnUniversit¨atPotsdamIns,ENKE_Dankmar_Kommentiertes_Digitales_Korpus_Deutscher_Rechts_und_Gesetzestexte.pdf
21,Editionspraxis und technologische Entwicklung: Erfahrungen und Schlussfolgerungen aus der elektronischen Edierung von Wittgensteins Nachlass,Editionspraxis und technologische Entwicklung: Erfahrungen und Schlussfolgerungen aus der elektronis,ERBACHER_Christian_Editionspraxis_und_technologische_Entwicklung_Erfahrungen_und_Schlussfolgerungen.pdf
22,Jenseits des wissenschaftlichen Werks und des geistigen Eigentums? Die digitale Verbreitung wissenschaftlichen Wissens,Dr. Thomas Ernst (Universität Duisburg-Essen)  Jenseits des wissenschaftlichen Werks und des geistig,ERNST_Thomas_Jenseits_des_wissenschaftlichen_Werks_und_des_geistigen_Eigentums.pdf
23,Daten-Adaptation als Analysemethode für geisteswissenschaftliche Forschung. Ergebnisse einer Untersuchung zur wissenschaftlichen Kommunikation in der modernen Physik,Daten-Adaptation als Analysemethode für geisteswissenschaftliche Forschung. Ergebnisse einerUntersuc,FECHNER_Martin_Daten_Adaptation_als_Analysemethode_f�r_geisteswissenschaftliche_Forschung.pdf
24,Vom Zeichen zur Schrift. Mit Mustererkennung zur automatisierten Schreiberhanderkennung in mittelalterlichen und frühneuzeitlichen Handschriften," Institut für Nachrichtentechnik, TU Braunschweig (IFN), Herzog August Bibliothek Wolfenbüttel (HAB)",FECKER_Daniel_Vom_Zeichen_zur_Schrift_Mit_Mustererkennung_zur_automatisierten_Schreiberhanderkennung.pdf
25,Aufbau eines Korpus zur Beobachtung des Schreibgebrauchs im Deutschen,AUFBAU EINES KORPUS ZUR BEOBACHTUNG DES SCHREIBGEBRAUCHS IM DEUTSCHEN PETER M. FISCHER INSTITUT FÜR ,FISCHER_Peter_Aufbau_eines_Korpus_zur_Beobachtung_des_Schreibgebrauchs_im_Deutschen.pdf
26,Wissenschaftliches Bloggen bei de.hypotheses.org,  Wissenschaftliches Bloggen bei de.hypotheses.org   Wissenschaftliche Blogs sind ein Instrument für,FOERSTER_Sascha_Wissenschaftliches_Bloggen_bei_de.hypotheses.org.pdf
27,CLLD - Datenpublikationen in der Linguistik,In this poster we present the CLLD (Cross-Linguistic Linked Data) project [1] - an MPG-internally fu,FORKEL_Robert_CLLD_Datenpublikationen_in_der_Linguistik.pdf
28,Was bringt die Anwendung von QDA-Software für die Analyse qualitativer Daten,    Themenbereich: Vom analytischen Mehrwert digitaler Werkzeuge fŸr die Geisteswissenschaften Titel,FRIESE_Susanne_Was_bringt_die_Anwendung_von_QDA_Software.pdf
29,Die Öffnung bibliothekarischer Daten - Eine Spielwiese,Die Öffnung bibliothekarischer Daten ­ Eine SpielwieseSeit der ersten Freigabe von Katalogdaten durc,GASPERLIN_Oliver_Die_檉fnung_bibliothekarischer_Daten_Eine_Spielwiese.pdf
30,Semi-automatische Differenzanalyse von komplexen Textvarianten,Semi-automatischeDierenzanalysevonkomplexenTextvariantenAndreGielerandre.giessler@informatik.uni-,GIESZLER_Andre_Semi_automatische_Differenzanalyse_von_komplexen_Textvarianten.pdf
31,Informatik und Hermeneutik. Erste Erkenntnisse aus dem heureCLÉA­Projekt,Informatik und Hermeneutik Erste Erkenntnisse aus dem heureCLƒA-Projekt1  In unserem aktuellen BMBF-,GIUS_Evelyn_Informatik_und_Hermeneutik_Erste_Erkenntnisse.pdf
32,Künstliche Intelligenz und Geisteswissenschaften,,GRZ_Gnther_Knstliche_Intelligenz_und_Geisteswissenschaften.pdf
33,Wittgensteins Nachlass: Computerlinguistik und Philosophie: Der Finder wiTTFind und die Wittgenstein Advanced Search Tools (WAST),1  Wittgensteins Nachlass: Computerlinguistik und Philosophie Der Finder wiTTFind und die Wittgenste,HADERSBECK_Maximilian_Wittgensteins_Nachlass_Computerlinguistik_und_Philosophie_Der_Finder_wiTTFind.pdf
34,Using Ontologies as Heuristic Tools: Sources in the History of Philosophy and Their Interpretation in the Semantic Web,Using Ontologies as Heuristic Tools: Sources in the History of Philosophy and Their Interpretation i,HESZBRšGGEN-WALTER_Stefan_Using_Ontologies_as_Heuristic_Tools_Sources_in_the_History_of_Philosophy.pdf
35,Der Weg des Texts zum Nutzer - Historische Quellen der Jüdischen Studien im semantischen Web, Der Weg des Texts zum Nutzer - Historische Quellen der Jüdischen Studien im semantischen Web Rachel,HEUBERGER_Rachel_Der_Weg_des_Texts_zum_Nutzer_Historische_Quellen_der_J�dischen_Studien.pdf
36,Brauchen die Digital Humanities eine eigene Methodologie? Überlegungen zur systematischen Nutzung von Text Mining Verfahren in einem politikwissenschaftlichen Projekt,Gerhard Heyer / Andreas Niekler / Gregor Wiedemann1Brauchen die Digital Humanities eine eigene Metho,HEYER_Gerhard_Brauchen_die_Digital_Humanities_eine_eigene_Methodologie.pdf
37,"Bedrohte Besitzstände, verlorene Werte? Die Geisteswissenschaft von der Kunst und die neuen digitalen Verfahren",  DEPARTMENT KUNSTWISSENSCHAFT INSTITUT FÜR KUNSTGESCHICHTE PROFESSUR FÜR BAYERISCHE KUNSTGESCHICHTE,HOPPE_Stephan_Bedrohte_Besitzst„nde_verlorene_Werte.pdf
38,LitSOM. Kartierung russischer Gegenwartsliteratur,"LitSOM. Kartierung russischer GegenwartsliteraturGernot Howanitz, Lehrstuhl für Slavische Literature",HOWANITZ_Gernot_LitSOM_Kartierung_russischer_Gegenwartsliteratur.pdf
39,Ein Integriertes Monitoring in digitalen Forschungsräumen als Vermittlungsakteur in heterogenen Akteurskonstellationen. Das Beispiel TextGrid.,"1  Abstract für die Jahrestagung der Digital Humanities im deutschsprachigen Raum, 25.-28.3.2014, Pa",KADEN_Ben_Ein_Integriertes_Monitoring_in_digitalen_Forschungsr„umen_als_Vermittlungsakteur_in_heterogenen_Akteurskonstellationen.pdf
40,eIdentity - Werkzeuge zur Erschließung und Exploration von Textdaten,"eIdentity–WerkzeugezurErschließungundExplorationvonTextdatenCathleenKantner1,FritzKliche2,JonasKuhn3",KANTNER_Cathleen_eIdentity_Werkzeuge_zur_Erschlieáung_und_Exploration_von_Textdaten.pdf
41,Quo Vadis Musikphilologie? Digitale Ausgaben im Gespräch,Vorschlag für eine Podiumsdiskussion im Rahmen der Jahrestagung der Digital Humanities im deutschspr,KEPPER_Johannes_Quo_Vadis_Musikphilologie.pdf
42,Semantisch-Soziale Netzwerkanalyse am Beispiel buddhistischer Texte in der Pali-Sprache: Zwischenstand zur Korpus-Aufbereitung,Semantisch-Soziale Netzwerkanalyse am Beispiel buddhistischer Texte in der Pali-Sprache: Zwischensta,KNAUTH_J�rgen_Semantisch_Soziale_Netzwerkanalyse_am_Beispiel_buddhistischer_Texte_in_der_Pali_Sprache.pdf
43,Relationen im Raum - Visualisierung topographischer Klein(st)strukturen,− 1 − Poster: Relationen im Raum: Visualisierung topographischer Klein(st)strukturen - ein interdisz,KOLLATZ_Thomas_Poster_Relationen_im_Raum_Visualisierung_topographischer.pdf
44,Relationen im Raum - Visualisierung topographischer Klein(st)strukturen,− 1 − Vortrag: Relationen im Raum: Visualisierung topographischer Klein(st)strukturen - ein interdis,KOLLATZ_Thomas_Vortrag_Relationen_im_Raum_Visualisierung_topographischer.pdf
45,Prinzipielle Probleme der Anwendung statistischer Signifikanztests in der Korpuslinguistik,Alexander Koplenig Prinzipielle Probleme der Anwendung statistischer Signifikanztests in der Korpusl,KOPLENIG_Alexander_Prinzipielle_Probleme_der_Anwendung_statistischer_Signifikanztests.pdf
46,"Wittgensteins Nachlass: ""Semantische Annotation von Adjektiven im Big Typescript""",Wittgensteins Nachlass: „Semantische Annotation von Adjektiven im Big Typescript.“Angela KreyCentrum,KREY_Angela_Wittgensteins_Nachlass_Semantische_Annotation_von_Adjektiven.pdf
47,Digitale Infrastrukturen für die Geisteswissenschaften,1  1. Jahrestagung der Digital Humanities im deutschsprachigen Raum (DHd 2014) Universität Passau  ·,KRONENWETT_Simone_Digitale_Infrastrukturen_f�r_die_Geisteswissenschaften.pdf
48,GEPAM – Eine interaktive Informationsplattform zur „Landschaft des Gedenkens“,"- 1 -  GEPAM – EINE INTERAKTIVE INFORMATIONSPLATTFORM ZUR „LANDSCHAFT DES GEDENKENS“   C. Kröber1, S",KRÖBER_Cindy_GEPAM_Eine_interaktive_Informationsplattform_zur.pdf
49,Klöster und Stifte des Alten Reiches im Netz,„Klöster und Stifte des Alten Reiches“ im Netz. Ein Datenbankprojekt der Germania Sacra  Seit rund 1,KR™GER_B„rbel_Kl”ster_und_Stifte_des_Alten_Reiches_im_Netz.pdf
50,"Pecha Kucha ""Virtuelle Rekonstruktion – Allgemeine Standards, Methodik und Dokumentation""","Freitag, 7. MŠrz 2014!!!!!!!Digital Humanities Ð methodischer BrŸckenschlag oder ãfeindliche †bernah",KUROCZYNSKI_Piotr_Pecha_Kucha_Virtuelle_Rekonstruktion_Allgemeine_Standards.pdf
51,Standardbildung und Linked Open Data. Forschungsinfrastrukturen für Gedächtnisorganisationen,Werner Köhler M. A. Deutsches Dokumentationszentrum für Kunstgeschichte – Bildarchiv Foto Marburg Ph,KÖHLER_Werner_Standardbildung_und_Linked_Open_Data_Forschungsinfrastrukturen_für_Gedächtnisorganisationen.pdf
52,XML-Print – ein Werkzeug zum Satz beliebiger XML-Dokumente,WorkshopXML-PrintEinWerkzeugzumSatzbeliebigerXML-DokumenteProf.Dr.MarcW.KüsterLukasGeorgieffMartinSi,KšSTER_Marc_XMLPrint_ein_Werkzeug_zum_Satz_beliebiger_XMLDokumente.pdf
53,GenericViewer - Semantische Annotation und 3D-Informationen in den Spatial Humanities,GenericViewer - Semantische Annotation und 3D-Informationen in den Spatial Humanities  Einreichung D,LANGE_Felix_GenericViewer_Semantische_Annotation_und_3D_Informationen.pdf
54,Objekte – Raum – Zeit: Die Archäologie – ein Sonderfall der Digital Humanities?,Objekte – Raum – Zeit: Die Archäologie – ein Sonderfall der Digital Humanities?  Im deutschsprachige,LANG_Matthias_Objekte_Raum_Zeit_Die_Arch„ologie_ein_Sonderfall.pdf
55,Interdisziplinarität als Herausforderung und Hemmnis für eine disziplinäre Entwicklung - Digital Humanities und Wirtschaftsinformatik im Vergleich, Interdisziplinarität als Herausforderung und Hemmnis für eine disziplinäre Entwicklung -  Digital H,LEHNER_Franz_Interdisziplinarität_als_Herausforderung_und_Hemmnis_für_eine_disziplinäre_Entwicklung_Digital.pdf
56,Post-Democracy and Neoliberalism,"  DH Konferenz Passau, 25.-28.3.2014   Projektpräsentation ePol – Postdemokratie und Neoliberalismus",LEMKE_Matthias_PostDemocracy_and_Neoliberalism.pdf
57,Das Projekt „VerbaAlpina“,"DHd 2014, 25.-28. März 2014, Passau Abstract zur POSTERPRÄSENTATION (online): Das Projekt „VerbaAlpi",LšCKE_Stephan_Das_Projekt_VerbaAlpina.pdf
58,Gehör verschaffen! Die Produktion und Verbreitung von digitalen Radiosendungen,Workshop-Vorschlag fŸr die Jahrestagung der Digital Humanities im deutschprachigen Raum (DHd) vom 25,MESZNER_Daniel_Geh”r_verschaffen_Die_Produktion_und_Verbreitung_von_digitalen_Radiosendungen.pdf
59,DARIAH-DE – Aufbau von Forschungsinfrastrukturen für die e-Humanities,"	  1	  Pre-­‐Conference	  am	  25./26.	  März	  2014	  	  „DARIAH-­‐DE	  –	  	  Aufbau	 ",NEUROTH_Heike_DARIAH_DE_Aufbau_von_Forschungsinfrastrukturen_f�r_die_eHumanities.pdf
60,Creating dictionaries for argument identification by reference data,Creating dictionaries for argument identification by reference dataThe creation of dictionaries is a,NIEKLER_Andreas_Creating_dictionaries_for_argument_identification_by_reference_data.pdf
61,MyCoRe – Eine Software für Repositorien in den Geisteswissenschaften,MyCoRe – Eine Software für Repositorien in den Geisteswissenschaften Wiebke OeltjenMyCoRe ist ein Fr,OELTJEN_Wiebke_MyCoRe_Eine_Software_f�r_Repositorien_in_den_Geisteswissenschaften.pdf
62,MUSICI und MusMig. Kontinuitäten und Diskontinuitäten,"	  1	  	  	  	  	  	  MUSICI	  und	  MusMig.	  Kontinuitäten	  und	  Diskontinuitäten	 ",OVER_Berthold_MUSICI_und_MusMig_Kontinuit„ten_und_Diskontinuit„ten.pdf
63,Der Presenter - Eine Webanwendung zur Visualisierung und Präsentation von individuell und kollaborativ erzeugten Sinnstrukturen.,  CFP: Digital Humanities Dorothea Peter M.A.   1 Abstract für einen Vortrag zum Themenbereich  3) V,PETER_Dorothea_Der_Presenter_Eine_Webanwendung_zur_Visualisierung_und_Pr„sentation_von_individuell.pdf
64,Zur Sichtbarkeit von Street Art in Flickr. Methodische Reflexionen zur Zusammenarbeit von Soziologie und Informatik," 1 Jahrestagung der „Digital Humanities im deutschsprachigen Raum (DHd)“ zum Thema ""DH - methodische",PHILIPPS_Axel_Zur_Sichtbarkeit_von_Street_Art_in_Flickr_Methodische_Reflexionen_zur_Zusammenarbeit.pdf
65,Die DARIAH-DE Architektur zur forschungsorientierten Föderation von Kollektionen in den Digital Humanities,DieDARIAH-DEArchitekturzurforschungsorientiertenFoderationvonKollektionenindenDigitalHumanitiesChri,PLUTTE_Christoph_Die_DARIAHDE_Architektur_zur_forschungsorientierten_F”deration.pdf
66,SlaVaComp - Kirchenslavisch digital: wozu?,"Dr. Irina Podtergera, Slavisches Seminar der Universität Freiburg Susanne Mocken, Rechenzentrum der ",PODTERGERA_Irina_SlaVaComp_Kirchenslavisch_digital_wozu.pdf
67,Theodor Fontanes Notizbücher. Konzept und Beispiele der genetisch-kritischen und kommentierten Hybrid-Edition," Radecke, de la Iglesia und Göbel: Theodor Fontanes Notizbücher 1  Theodor Fontanes Notizbücher. Kon",RADECKE_Gabriele_Theodor_Fontanes_Notizb�cher_Konzept_und_Beispiele_der_genetisch_kritischen_und_kommentierten_Hybrid_Edition.pdf
68,DH@Passau - Präsentation des Veranstalters,DH@Passau – Präsentation des VeranstaltersDie Universität Passau als Veranstalterin möchte mit diese,REHBEIN_Malte_DHPassau_Pr„sentation_des_Veranstalters.pdf
69,"Was ich nicht weiß, ... macht mich heiß: Zum Mehrwert der Anwendung informatischer Methoden bei der Analyse von Textkorpora am Beispiel des Projektes ""Biblia Hebraica transcripta""","DHd 2014, 25.-28.März 2014, Universität Passau Abstract zum Vortrag: Was ich nicht weiß, … macht mic",RIEPL_Christian_Was_ich_nicht_weiá_macht_mich_heiá_Zum_Mehrwert_der_Anwendung_informatischer_Methoden.pdf
70,DH? Gibt’s doch gar nicht?! - Integration oder Desintegration der Digital Humanities in Deutschland,DH? Gibt’s doch gar nicht?!  Integration oder Desintegration der Digital Humanities in Deutschland. ,SAHLE_Patrick_DH_Gibts_doch_gar_nicht_Integration_oder_Desintegration_der_Digital_Humanities.pdf
71,"Erinnerungskultur(en) im World Wide Web – digitale Werkzeuge zur Suche, Dokumentation und Analyse zeithistorischer Narrative im Internet","„Erinnerungskultur(en) im World Wide Web – digitale Werkzeuge zur Suche, Dokumentation und Analyse z",SATJUKOW_Silke_Erinnerungskulturen_im_World_Wide_Web_digitale_Werkzeuge_zur_Suche.pdf
72,Imagelab - Digitale Bildwerkzeuge in Forschung und Lehre,"Imagelab - Digitale Bildwerkzeuge in Forschung und Lehre (vorwiegend Themenbereich 2, "" Digitale Inf",SCHELBERT_Georg_Imagelab_Digitale_Bildwerkzeuge_in_Forschung_und_Lehre.pdf
73,ICE/AGE - Von der Anwendungsinsel zum digitalen Marktplatz und Hörsaal,Panel: ICE/AGE - Von der Anwendungsinsel zum digitalen Marktplatz und Hörsaal  Dieses Panel wird von,SCHEUERMANN_Leif_ICEAGE_Von_der_Anwendungsinsel _zum_digitalen_Marktplatz_und_H”rsaal.pdf
74,Freier Wissenszugang gegen Geistiges Eigentum: Hürden und Lösungsmodelle für Forschung und Lehre im digitalen Raum,Freier Wissenszugang vs. Geistiges Eigentum: Hürden und Lösungsmodelle für Forschung und Lehre im di,SCHOLGER_Walter_Freier_Wissenszugang_gegen_Geistiges_Eigentum_Hrden_und_Lsungsmodelle.pdf
75,Pilotphase Handschriftendigitalisierung,1  Pilotphase Handschriftendigitalisierung  Im Juni 2013 genehmigte die DFG eine zweijährige Pilotph,SCHREIBER_Carolin_Pilotphase_Handschriftendigitalisierung.pdf
76,Einfluss immersiver Benutzerschnittstellen auf kognitive Prozesse in virtuellen Lernumgebungen, 1. Jahrestagung der Digital Humanities im deutschsprachigen Raum (DHd 2014) Universität Passau  ·  ,SCHUSTER_Katharina_Einfluss_immersiver_Benutzerschnittstellen_auf_kognitive_Prozesse.pdf
77,Besonderheiten audiovisueller Forschungsarchive in den „Digital Humanities“,"Poster:Besonderheiten audiovisueller Forschungsarchive in den „Digital Humanities“Dr. Jürgen Schöpf,",SCH™PF_J�rgen_Besonderheiten_audiovisueller_Forschungsarchive_in_den.pdf
78,Für eine computergestützte literarische Gattungsstilistik,"1. Jahrestagung der Digital Humanities im deutschprachigen Raum (DHd)Universität Passau, 25.­28.03.2",SCH機H_Christof_F乺_eine_computergest乼zte_literarische_Gattungsstilistik.pdf
79,Digitale Edition als Methode kunsthistorischer Forschung: Die Werktagebücher von Hartmut Skerbisch,Digitale Edition als Methode kunsthistorischer Forschung: Die Werktagebücher von Hartmut Skerbisch M,SEMLAK_Martina_Digitale_Edition_als_Methode_kunsthistorischer_Forschung_Die_Werktageb�cher_von_Hartmut_Skerbisch.pdf
80,Eine digitale Ausgabe des „Welschen Gastes“ als Chance für neue Analyse- und Visualisierungsmethoden,"UNIVERSIT€T HEIDELBERG GERMANISTISCHES SEMINAR €ltere deutsche Philologie / SFB 933 Dr. Jakub Šimek,",SIMEK_Jakub_Eine_digitale_Ausgabe_des_Welschen_Gastes_als_Chance.pdf
81,Digital Humanities und Digitale Netzwerkkarten: VennMaker als Softwarewerkzeug für die Geisteswissenschaften,"Martin Stark, Universität Hamburg Michael Kronenwett, Universität Trier  Digital Humanities und Digi",STARK_Martin_Digital_Humanities_und_Digitale_Netzwerkkarten_VennMaker_als_Softwarewerkzeug.pdf
82,"WZIS und Bernstein. Die digitale Erschließung, Visualisierung und Vernetzung von Wasserzeichen.","Das Wasserzeichen-Informationssystem WZIS. Die digitale Erschließung, Visualisierung und Vernetzung ",STIEGLECKER_Maria_WZIS_und_Bernstein_Die_digitale_Erschließung.pdf
83,GAMS: Geisteswissenschaftliches Asset Management System. Funktionalitäten und Prozesse eines FEDORA-basierten Digitalen Archivs.,GAMS: Geisteswissenschaftliches Asset Management SystemFunktionalitäten und Prozesse eines FEDORA-ba,STIGLER_Johannes_GAMS_Geisteswissenschaftliches_Asset_Management_System.pdf
84,Kooperatives Forschungsprojekt Online-Brief-Datenbank. Ein Beispiel für disziplinspezifische Anwendungen," Prof. Dr. Uta Störl, Hochschule Darmstadt, Fachbereich Informatik, uta.stoerl@h-da.de Prof. Dr. Har",ST橰L_Uta_Kooperatives_Forschungsprojekt_Online_Brief_Datenbank.pdf
85,APW digital - Perspektiven einer digitalisierten Edition,APW digital – Perspektiven einer digitalisierten Edition  Vorschlag eingereicht von Tobias Tenhaef M,TENHAEF_Tobias_APW_digital_Perspektiven_einer_digitalisierten_Edition.pdf
86,Digital Humanities als Beruf - Der Weg zu einem Curriculum,"Manfred Thaller, Universität zu Köln und Walter Scholger, Universität Graz Panel: Digital Humanities",THALLER_Manfred_Digital_Humanities_als_Beruf_Der_Weg_zu_einem_Curriculum.pdf
87,Entwicklung des digitalen Tanzarchivs der Pina Bausch-Stiftung,"Vortrag 1. Jahrestagung der Digital Humanities im deutschsprachigen Raum (DHd 2014), UniversitŠt Pas",THULL_Bernhard_Entwicklung_des_digitalen_Tanzarchivs_der_Pina_Bausch_Stiftung.pdf
88,Schrift und Zeichen. Computergestützte Analyse von hochmittelalterlichen Papsturkunden. Ein Schlüssel zur Kulturgeschichte Europas,Schrift und Zeichen. Computergestützte Analyse von hochmittelalterlichen Papsturkunden. Ein Schlüsse,TRENKLE_Viktoria_Schrift_und_Zeichen_Computergest�tzte_Analyse_von_hochmittelalterlichen_Papsturkunden.pdf
89,CLARIN-D: eine Forschungsinfrastruktur für die Geistes- und Sozialwissenschaften,"CLARIN-D und Forschungsinfrastrukturen Thorsten Trippel, Dieter van Uytvanck In den Geistes- und Soz",TRIPPEL_Thorsten_CLARIN_D_eine_Forschungsinfrastruktur_f�r_die_Geistes_und_Sozialwissenschaften.pdf
90,Unterstützung von Forschungsprozessen in einem internationalen Forschungsprojekt: Variantengrammatik des Standarddeutschen,Unterstützung von Forschungsprozessen in einem internationalen Forschungsprojekt: Variantengrammatik,VASOLD_Gunter_Unterst�tzung_von_Forschungsprozessen_in_einem_internationalen_Forschungsprojekt.pdf
91,Das Balkanbild in Deutschland während der letzten 300 Jahre - Eine digitale Plattform zu Analyse und Erschließung multilingualer Dokumente über die Balkanländer und das Osmanische Reich,"Das	  Balkanbild	  in	  Deutschland	  während	  der	  letzten	  300	  Jahre	  -­	  Eine	 ",VERTAN_Christina_Das_Balkanbild_in_Deutschland_w„hrend_der_letzten_300_Jahre.pdf
92,Historische Stilometrie? Methodische Vorschläge für eine Annäherung textanalytischer Zugänge an die mediävistische Textualitätsdebatte,"Historische	  Stilometrie?	  Methodische	  Vorschläge	  für	  eine	  Annäherung	  textanalyti",VIEHHAUSER_Gabriel_Historische_Stilometrie_Methodische_Vorschläge_für_eine_Annäherung.pdf
93,Warum werden mittelalterliche und frühneuzeitliche Rechnungsbücher eigentlich nicht digital ediert?,Warum	werden	mittelalterliche	und	frühneuzeitliche	Rechnungsbücher	eigentlich	nicht	digital	ediert,VOGELER_Georg_Warum_werden_mittelalterliche_und_fr�hneuzeitliche_Rechnungsb�cher_eigentlich_nicht_digital_ediert.pdf
